"Date","System of production","Product origin","Product subgroup","Sales region","Price"
2023-04-01,"Conventional","Region 5","CH Milk ","Switzerland",78.92004
2023-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-04-01,"Conventional","Region 5","CH Milk ","Switzerland",65.042003
2023-04-01,"Conventional","Region 4","CH Milk ","Switzerland",71.149153
2023-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",57.4
2023-04-01,NA,"Switzerland","CH Milk ","Switzerland",71.979499
2023-04-01,"Bio","Region 2","CH Milk ","Switzerland",86.175505
2023-04-01,"Conventional","Region 2","CH Milk ","Switzerland",73.031952
2023-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-04-01,NA,"Austria","International Milk","Austria",52.095391
2023-04-01,NA,"Italy","International Milk","Italy",51.629782
2023-04-01,"Conventional","Region 4","CH Milk ","Switzerland",69.290065
2023-04-01,"Bio","Switzerland","CH Milk ","Switzerland",85.895403
2023-04-01,NA,"Region 4","CH Milk ","Switzerland",71.413841
2023-04-01,NA,"Region 3","CH Milk ","Switzerland",70.302015
2023-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",55.75491
2023-04-01,NA,"Region 2","CH Milk ","Switzerland",71.431558
2023-04-01,"Bio","Region 1","CH Milk ","Switzerland",88.614163
2023-04-01,"Conventional","Region 1","CH Milk ","Switzerland",88.430638
2023-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",81.439009
2023-04-01,"Conventional","Region 1","CH Milk ","Switzerland",90.443892
2023-04-01,"Conventional","Region 3","CH Milk ","Switzerland",68.125215
2023-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.464674
2023-04-01,NA,"EU","International Milk","EU-28",46.797615
2023-04-01,NA,"Germany","International Milk","Germany",45.066551
2023-04-01,NA,"Region 5","CH Milk ","Switzerland",74.355128
2023-04-01,"IP Suisse","Switzerland","CH Milk ","Switzerland",74.594004
2023-04-01,NA,"USA / Canada","International Milk","USA",40.977112
2023-04-01,"Conventional","Region 5","CH Milk ","Switzerland",79.006947
2023-04-01,"Conventional","Region 2","CH Milk ","Switzerland",75.812696
2023-04-01,NA,"France","International Milk","France",43.49522
2023-04-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.731845
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.613043
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",80.392647
2023-03-01,NA,"Switzerland","CH Milk ","Switzerland",74.496879
2023-03-01,NA,"Region 3","CH Milk ","Switzerland",71.04453
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.477771
2023-03-01,NA,"Region 1","CH Milk ","Switzerland",81.72734
2023-03-01,NA,"France","International Milk","France",45.242238
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.269572
2023-03-01,"Conventional","Region 1","CH Milk ","Switzerland",88.997539
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",57.4
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",57.4
2023-03-01,"Bio","Region 1","CH Milk ","Switzerland",88.850985
2023-03-01,NA,"Region 5","CH Milk ","Switzerland",74.640589
2023-03-01,"Conventional","Region 5","CH Milk ","Switzerland",77.713425
2023-03-01,NA,"Rest of the world, non-Swiss","International Milk",NA,38.233686
2023-03-01,"Bio","Region 2","CH Milk ","Switzerland",86.40131
2023-03-01,"Bio","Region 4","CH Milk ","Switzerland",84.264472
2023-03-01,"IP Suisse","Switzerland","CH Milk ","Switzerland",76.190847
2023-03-01,"Conventional","Region 3","CH Milk ","Switzerland",69.021991
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.533683
2023-03-01,"Bio","Switzerland","CH Milk ","Switzerland",86.02496
2023-03-01,NA,"New Zealand","International Milk","New Zealand",36.242761
2023-03-01,"Conventional","Region 2","CH Milk ","Switzerland",75.314909
2023-03-01,NA,"Germany","International Milk","Germany",48.16028
2023-03-01,NA,"USA / Canada","International Milk","USA",43.03766
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-03-01,"Conventional","Region 4","CH Milk ","Switzerland",70.153378
2023-03-01,NA,"Region 2","CH Milk ","Switzerland",72.739358
2023-03-01,NA,"Italy","International Milk","Italy",46.431939
2023-03-01,NA,"EU","International Milk","EU-28",49.793136
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",73.414398
2023-03-01,"Conventional","Region 1","CH Milk ","Switzerland",72.841127
2023-03-01,"Conventional","Region 1","CH Milk ","Switzerland",87.188288
2023-03-01,"Conventional","Region 2","CH Milk ","Switzerland",73.884081
2023-03-01,"Conventional","Region 4","CH Milk ","Switzerland",71.969649
2023-03-01,NA,"Austria","International Milk","Austria",53.457825
2023-03-01,"Conventional","Region 5","CH Milk ","Switzerland",77.709365
2023-03-01,NA,"Switzerland","CH Milk ","Switzerland",72.679882
2023-03-01,"Conventional","Region 5","CH Milk ","Switzerland",67.27585
2023-03-01,NA,"Region 4","CH Milk ","Switzerland",72.394877
2023-03-01,"Conventional","Region 4","CH Milk ","Switzerland",73.670081
2023-03-01,"Conventional","Region 2","CH Milk ","Switzerland",70.369781
2023-03-01,NA,"Italy","International Milk","Italy",55.295419
2023-03-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-02-01,NA,"Region 5","CH Milk ","Switzerland",75.428012
2023-02-01,NA,"Switzerland","CH Milk ","Switzerland",74.684824
2023-02-01,NA,"France","International Milk","France",46.441507
2023-02-01,NA,"Region 2","CH Milk ","Switzerland",74.209859
2023-02-01,"Conventional","Region 2","CH Milk ","Switzerland",71.8217
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-02-01,NA,"Region 4","CH Milk ","Switzerland",75.228566
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",79.161583
2023-02-01,NA,"USA / Canada","International Milk","USA",44.015598
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",82.744596
2023-02-01,NA,"EU","International Milk","EU-28",52.827632
2023-02-01,"Conventional","Region 2","CH Milk ","Switzerland",77.975245
2023-02-01,NA,"Rest of the world, non-Swiss","International Milk",NA,38.62755
2023-02-01,"Conventional","Region 4","CH Milk ","Switzerland",75.090939
2023-02-01,NA,"Switzerland","CH Milk ","Switzerland",76.551945
2023-02-01,"Conventional","Region 5","CH Milk ","Switzerland",78.184514
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",72.406156
2023-02-01,"Conventional","Region 5","CH Milk ","Switzerland",68.424196
2023-02-01,"Conventional","Region 1","CH Milk ","Switzerland",91.608259
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",61.483038
2023-02-01,"Conventional","Region 5","CH Milk ","Switzerland",78.142268
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.7
2023-02-01,NA,"Germany","International Milk","Germany",52.364794
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",58.7
2023-02-01,NA,"Region 3","CH Milk ","Switzerland",72.590437
2023-02-01,"Conventional","Region 1","CH Milk ","Switzerland",75.024671
2023-02-01,"Conventional","Region 3","CH Milk ","Switzerland",70.728285
2023-02-01,"Bio","Region 4","CH Milk ","Switzerland",88.684947
2023-02-01,NA,"New Zealand","International Milk","New Zealand",37.597482
2023-02-01,NA,"Italy","International Milk","Italy",55.292069
2023-02-01,"Conventional","Region 4","CH Milk ","Switzerland",72.60989
2023-02-01,"Conventional","Region 4","CH Milk ","Switzerland",75.212079
2023-02-01,"Conventional","Region 1","CH Milk ","Switzerland",89.661603
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.290124
2023-02-01,"IP Suisse","Switzerland","CH Milk ","Switzerland",78.164783
2023-02-01,NA,"Austria","International Milk","Austria",54.999689
2023-02-01,NA,"Italy","International Milk","Italy",51.194083
2023-02-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.515914
2023-02-01,"Bio","Region 1","CH Milk ","Switzerland",90.62577
2023-02-01,"Conventional","Region 2","CH Milk ","Switzerland",75.801855
2023-02-01,"Bio","Switzerland","CH Milk ","Switzerland",88.371356
2023-02-01,"Bio","Region 2","CH Milk ","Switzerland",87.532882
2023-02-01,NA,"Region 1","CH Milk ","Switzerland",83.986081
2023-01-01,NA,"Region 1","CH Milk ","Switzerland",84.311092
2023-01-01,NA,"Region 3","CH Milk ","Switzerland",76.049247
2023-01-01,"Conventional","Region 4","CH Milk ","Switzerland",75.543053
2023-01-01,NA,"Austria","International Milk","Austria",56.770589
2023-01-01,NA,"Switzerland","CH Milk ","Switzerland",78.425023
2023-01-01,NA,"EU","International Milk","EU-28",55.521715
2023-01-01,"Conventional","Region 4","CH Milk ","Switzerland",75.715796
2023-01-01,NA,"New Zealand","International Milk","New Zealand",38.192391
2023-01-01,"Conventional","Region 4","CH Milk ","Switzerland",74.25934
2023-01-01,"Bio","Region 4","CH Milk ","Switzerland",91.05793
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",79.795405
2023-01-01,"Conventional","Region 1","CH Milk ","Switzerland",89.932505
2023-01-01,NA,"Region 4","CH Milk ","Switzerland",76.378617
2023-01-01,"Conventional","Region 3","CH Milk ","Switzerland",74.08932
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-01-01,"Conventional","Region 1","CH Milk ","Switzerland",92.164923
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.01281
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",61
2023-01-01,NA,"USA / Canada","International Milk","USA",47.107934
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",66.056488
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",81
2023-01-01,NA,"France","International Milk","France",46.730094
2023-01-01,"Conventional","Region 2","CH Milk ","Switzerland",78.25885
2023-01-01,"Conventional","Region 2","CH Milk ","Switzerland",78.159587
2023-01-01,NA,"Rest of the world, non-Swiss","International Milk",NA,44.62752
2023-01-01,"Conventional","Region 2","CH Milk ","Switzerland",75.641585
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",61
2023-01-01,"Conventional","Region 1","CH Milk ","Switzerland",76.002786
2023-01-01,"Bio","Region 1","CH Milk ","Switzerland",92.593962
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",79.067938
2023-01-01,NA,"Region 2","CH Milk ","Switzerland",77.83046
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",82.010915
2023-01-01,"Conventional","Region 5","CH Milk ","Switzerland",70.167575
2023-01-01,NA,"Switzerland","CH Milk ","Switzerland",76.512217
2023-01-01,NA,"Germany","International Milk","Germany",56.966332
2023-01-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.235668
2023-01-01,NA,"Region 5","CH Milk ","Switzerland",77.631468
2023-01-01,"Bio","Region 2","CH Milk ","Switzerland",94.09299
2023-01-01,"Conventional","Region 5","CH Milk ","Switzerland",80.641514
2023-01-01,NA,"Italy","International Milk","Italy",58.028128
2023-01-01,NA,"Italy","International Milk","Italy",53.353495
2023-01-01,"IP Suisse","Switzerland","CH Milk ","Switzerland",79.786423
2023-01-01,"Conventional","Region 5","CH Milk ","Switzerland",80.602625
2023-01-01,"Bio","Switzerland","CH Milk ","Switzerland",92.498012
2022-12-01,"Conventional","Region 5","CH Milk ","Switzerland",81.370167
2022-12-01,NA,"USA / Canada","International Milk","USA",50.323405
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.6
2022-12-01,"Conventional","Region 1","CH Milk ","Switzerland",78.271017
2022-12-01,"Conventional","Region 2","CH Milk ","Switzerland",76.719663
2022-12-01,NA,"Region 3","CH Milk ","Switzerland",76.626054
2022-12-01,"Conventional","Region 1","CH Milk ","Switzerland",91.747236
2022-12-01,"Bio","Switzerland","CH Milk ","Switzerland",93.647037
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",79.047596
2022-12-01,NA,"Germany","International Milk","Germany",59.15353
2022-12-01,NA,"Italy","International Milk","Italy",63.077296
2022-12-01,NA,"Region 1","CH Milk ","Switzerland",86.081827
2022-12-01,NA,"Region 5","CH Milk ","Switzerland",79.268609
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",76.106116
2022-12-01,"Conventional","Region 4","CH Milk ","Switzerland",75.967029
2022-12-01,NA,"France","International Milk","France",45.35302
2022-12-01,"Conventional","Region 2","CH Milk ","Switzerland",78.053071
2022-12-01,"Conventional","Region 3","CH Milk ","Switzerland",74.617894
2022-12-01,NA,"EU","International Milk","EU-28",57.467336
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",70.172727
2022-12-01,NA,"Italy","International Milk","Italy",57.468323
2022-12-01,NA,"Region 4","CH Milk ","Switzerland",76.860848
2022-12-01,"Conventional","Region 5","CH Milk ","Switzerland",73.594076
2022-12-01,NA,"New Zealand","International Milk","New Zealand",40.507332
2022-12-01,"Conventional","Region 4","CH Milk ","Switzerland",74.488255
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",78.221797
2022-12-01,"IP Suisse","Switzerland","CH Milk ","Switzerland",81.133817
2022-12-01,NA,"Region 2","CH Milk ","Switzerland",78.588502
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",78
2022-12-01,"Conventional","Region 5","CH Milk ","Switzerland",81.396368
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",80.344802
2022-12-01,NA,"Austria","International Milk","Austria",56.418348
2022-12-01,NA,"Switzerland","CH Milk ","Switzerland",77.585496
2022-12-01,"Bio","Region 4","CH Milk ","Switzerland",92.608827
2022-12-01,"Conventional","Region 2","CH Milk ","Switzerland",77.162804
2022-12-01,"Conventional","Region 1","CH Milk ","Switzerland",89.809125
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",62.6
2022-12-01,NA,"Switzerland","CH Milk ","Switzerland",79.525133
2022-12-01,NA,"Rest of the world, non-Swiss","International Milk",NA,47.255266
2022-12-01,"Bio","Region 2","CH Milk ","Switzerland",93.997478
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",82.786405
2022-12-01,"Bio","Region 1","CH Milk ","Switzerland",96.005443
2022-12-01,"Conventional","Switzerland","CH Milk ","Switzerland",78
2022-12-01,"Conventional","Region 4","CH Milk ","Switzerland",75.96399
2022-11-01,NA,"Italy","International Milk","Italy",66.256481
2022-11-01,NA,"Switzerland","CH Milk ","Switzerland",77.014329
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",79.822606
2022-11-01,"Bio","Region 2","CH Milk ","Switzerland",93.725055
2022-11-01,NA,"Austria","International Milk","Austria",55.75902
2022-11-01,NA,"Region 5","CH Milk ","Switzerland",79.575302
2022-11-01,"Conventional","Region 4","CH Milk ","Switzerland",76.60006
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",69.665469
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",75.384511
2022-11-01,"Conventional","Region 2","CH Milk ","Switzerland",76.725265
2022-11-01,"Conventional","Region 2","CH Milk ","Switzerland",75.841784
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.8
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",64.8
2022-11-01,"Conventional","Region 5","CH Milk ","Switzerland",81.843473
2022-11-01,"Bio","Region 4","CH Milk ","Switzerland",92.487597
2022-11-01,"Conventional","Region 4","CH Milk ","Switzerland",73.88026
2022-11-01,NA,"Region 1","CH Milk ","Switzerland",85.562345
2022-11-01,NA,"Germany","International Milk","Germany",59.235765
2022-11-01,"Conventional","Region 5","CH Milk ","Switzerland",82.000681
2022-11-01,NA,"USA / Canada","International Milk","USA",54.028227
2022-11-01,"Conventional","Region 1","CH Milk ","Switzerland",89.294514
2022-11-01,"IP Suisse","Switzerland","CH Milk ","Switzerland",80.311739
2022-11-01,NA,"France","International Milk","France",45.070408
2022-11-01,"Conventional","Region 2","CH Milk ","Switzerland",77.526688
2022-11-01,"Conventional","Region 1","CH Milk ","Switzerland",91.466987
2022-11-01,"Conventional","Region 4","CH Milk ","Switzerland",75.950084
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",78.122042
2022-11-01,"Conventional","Region 5","CH Milk ","Switzerland",73.547949
2022-11-01,NA,"New Zealand","International Milk","New Zealand",40.011795
2022-11-01,"Conventional","Region 1","CH Milk ","Switzerland",77.495531
2022-11-01,NA,"Switzerland","CH Milk ","Switzerland",78.939687
2022-11-01,"Bio","Switzerland","CH Milk ","Switzerland",93.40796
2022-11-01,"Conventional","Region 3","CH Milk ","Switzerland",74.120421
2022-11-01,NA,"Rest of the world, non-Swiss","International Milk",NA,51.08517
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",78
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",78
2022-11-01,NA,"Italy","International Milk","Italy",55.426622
2022-11-01,NA,"Region 4","CH Milk ","Switzerland",76.504493
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",77.699663
2022-11-01,"Bio","Region 1","CH Milk ","Switzerland",95.574338
2022-11-01,NA,"Region 3","CH Milk ","Switzerland",76.199441
2022-11-01,"Conventional","Switzerland","CH Milk ","Switzerland",82.398833
2022-11-01,NA,"Region 2","CH Milk ","Switzerland",77.865903
2022-11-01,NA,"EU","International Milk","EU-28",56.858975
2022-10-01,"Bio","Region 1","CH Milk ","Switzerland",97.037076
2022-10-01,"Conventional","Region 5","CH Milk ","Switzerland",76.083202
2022-10-01,"Bio","Region 2","CH Milk ","Switzerland",98.475722
2022-10-01,NA,"Switzerland","CH Milk ","Switzerland",80.89878
2022-10-01,"Conventional","Region 1","CH Milk ","Switzerland",78.179467
2022-10-01,"Conventional","Region 5","CH Milk ","Switzerland",82.732147
